Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3284","39.5"
"1080000","0","3292","46.5"
"2159000","2135400","3288","55.0"
"3237000","2135400","3283","62.1"
"4317000","2135400","3290","70.6"
"5652000","2135400","3288","79.0"
"6738000","2135400","3293","87.5"
"7818000","2135400","3292","94.6"
"8897000","2135400","3290","101.6"
"9976000","2135000","3293","110.1"
"11311000","2135000","3292","118.6"
"12391000","2135000","3290","125.6"
"13471000","2135000","3292","134.1"
"14551000","2135000","3291","141.2"
"15630000","2135000","3292","148.2"
"16970000","2135000","3291","158.1"
"18048000","2067300","3292","165.2"
"19128000","2067300","3292","173.7"
"20207000","2067300","3290","180.7"
"21287000","2067300","3292","189.2"
"22620000","2067300","3291","197.7"
"23701000","2067300","3293","204.7"
"24781000","2067300","3293","213.2"
"25861000","2136400","3292","220.3"
"26946000","2136400","3294","227.3"
"28280000","2136400","3293","237.2"
"29359000","2136400","3292","244.3"
"30439000","2136400","3293","252.7"
"31524000","2136400","3293","259.8"
"32604000","2136400","3294","266.9"
"33939000","2118900","3294","276.7"
"35019000","2118900","3294","283.8"
"36099000","2118900","3293","292.3"
"37184000","2118900","3293","299.3"
"38264000","2118900","3293","307.8"
"39599000","2118900","3293","316.3"
"40679000","2118900","3293","324.8"
"41758000","2134600","3293","331.8"
"42838000","2134600","3293","338.9"
"43917000","2134600","3294","345.9"
"45253000","2134600","3293","355.8"
"46332000","2134600","3293","362.9"
"47416000","2134600","3293","371.4"
"48496000","2134600","3293","378.4"
"49576000","2134800","3293","386.9"
"50913000","2134800","3293","395.4"
"51992000","2134800","3293","403.8"
"53071000","2134800","3293","410.9"
"54151000","2134800","3293","418.0"
"55231000","2134800","3293","426.4"
"56571000","2134800","3293","434.9"
"57651000","2066500","3293","442.0"
"58731000","2066500","3293","450.4"
"59810000","2066500","3293","457.5"
"60889000","2066500","3294","464.6"
"62224000","2066500","3294","474.4"
"63304000","2066500","3293","481.5"
"64383000","2066500","3293","490.0"
"65464000","2136400","3293","497.0"
"66548000","2136400","3293","504.1"
"67883000","2136400","3293","514.0"
"68963000","2136400","3294","521.0"
"70042000","2136400","3293","529.5"
"71122000","2136400","3293","536.6"
"72201000","2136400","3293","545.1"
"73541000","2119200","3293","553.5"
"74621000","2119200","3293","560.6"
"75701000","2119200","3293","569.1"
"76785000","2119200","3293","576.1"
"77864000","2119200","3293","583.2"
"79198000","2119200","3293","593.1"
"80278000","2119200","3292","600.1"
"81359000","2135000","3292","608.6"
"82438000","2135000","3292","615.7"
"83518000","2135000","3292","622.7"
"84853000","2135000","3292","632.6"
"85933000","2135000","3292","639.7"
"87018000","2135000","3292","648.2"
"88097000","2135000","3292","655.2"
"89176000","2079900","3291","662.3"
"90511000","2079900","3291","672.2"
"91591000","2079900","3291","679.2"
"92671000","2079900","3292","687.7"
"93749000","2079900","3292","694.8"
"94829000","2079900","3291","701.8"
"96164000","2079900","3291","711.7"
"97249000","2120400","3291","718.8"
"98329000","2120400","3291","727.2"
"99408000","2120400","3291","734.3"
"100488000","2120400","3291","741.4"
"101823000","2120400","3291","751.2"
"102902000","2120400","3292","758.3"
"103983000","2120400","3292","766.8"
"105062000","2136200","3292","773.8"
"106143000","2136200","3292","782.3"
"107484000","2136200","3292","790.8"
"108564000","2136200","3292","797.8"
"109644000","2136200","3292","806.3"
"110723000","2136200","3291","813.4"
"111803000","2136200","3292","820.4"
"113138000","2119700","3293","830.3"
"114217000","2119700","3291","837.4"
"115301000","2119700","3292","845.9"
"116382000","2119700","3292","852.9"
"117467000","2119700","3292","861.4"
"118803000","2119700","3292","869.9"
"119882000","2119700","3293","878.3"
"120962000","2133200","3292","885.4"
"122042000","2133200","3292","892.5"
"123121000","2133200","3292","900.9"
"124456000","2133200","3292","909.4"
"125536000","2133200","3292","917.9"
"126622000","2133200","3292","924.9"
"127701000","2133200","3292","932.0"
"128781000","2134600","3292","940.5"
"130116000","2134600","3292","948.9"
"131196000","2134600","3292","957.4"
"132276000","2134600","3292","964.5"
"133355000","2134600","3292","971.5"
"134433000","2134600","3292","980.0"
"135769000","2134600","3293","988.5"
"136854000","2120200","3292","997.0"
"137934000","2120200","3292","1004.0"
"139013000","2120200","3292","1012.5"
"140092000","2120200","3292","1019.6"
