Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"254540000","2079900","3291","1824.6"
"255619000","2175700","3291","1833.0"
"256703000","2175700","3291","1840.1"
"257782000","2175700","3291","1847.2"
"258861000","2175700","3291","1855.6"
"260196000","2175700","3291","1864.1"
"261276000","2175700","3291","1872.6"
"262355000","2175700","3291","1879.6"
"263436000","2080000","3291","1886.7"
"264515000","2080000","3291","1895.2"
"265850000","2080000","3291","1903.6"
"266934000","2080000","3291","1912.1"
"268013000","2080000","3291","1919.2"
"269093000","2080000","3291","1926.2"
"270172000","2080000","3291","1934.7"
"271507000","2174100","3291","1944.6"
"272588000","2174100","3290","1951.7"
"273667000","2174100","3291","1958.7"
"274748000","2174100","3291","1967.2"
"275827000","2174100","3290","1974.3"
"277167000","2174100","3291","1984.1"
"278251000","2174100","3291","1991.2"
"279331000","2078300","3291","1998.3"
"280410000","2078300","3290","2006.7"
"281490000","2078300","3290","2013.8"
"282825000","2078300","3291","2022.3"
"283905000","2078300","3290","2030.7"
"284983000","2078300","3290","2037.8"
"286062000","2078300","3290","2046.3"
"287146000","2135500","3290","2053.3"
"288481000","2135500","3291","2063.2"
"289560000","2135500","3291","2070.3"
"290641000","2135500","3291","2078.8"
"291720000","2135500","3291","2085.8"
"292800000","2135500","3291","2092.9"
"294135000","2135500","3291","2102.8"
"295215000","2121600","3291","2109.8"
"296294000","2121600","3291","2118.3"
"297379000","2121600","3291","2125.4"
"298459000","2121600","3291","2132.4"
"299793000","2121600","3291","2142.3"
"300873000","2121600","3291","2149.4"
"301953000","2121600","3291","2157.8"
"303031000","2135400","3291","2164.9"
"304109000","2135400","3291","2173.4"
"305444000","2135400","3291","2181.9"
"306524000","2135400","3292","2190.3"
"307608000","2135400","3291","2197.4"
"308687000","2135400","3291","2204.4"
"309767000","2135400","3291","2212.9"
"311101000","2121200","3291","2221.4"
"312180000","2121200","3291","2229.9"
"313260000","2121200","3291","2236.9"
"314340000","2121200","3291","2244.0"
"315420000","2121200","3291","2252.5"
"316760000","2121200","3291","2260.9"
"317840000","2121200","3292","2269.4"
"318920000","2134600","3292","2276.5"
"320003000","2134600","3292","2285.0"
"321082000","2134600","3291","2292.0"
"322417000","2134600","3292","2301.9"
"323496000","2134600","3292","2309.0"
"324576000","2134600","3292","2316.0"
"325656000","2134600","3292","2324.5"
"326740000","2134100","3292","2331.6"
"328076000","2134100","3292","2341.4"
"329156000","2134100","3292","2348.5"
"330236000","2134100","3292","2355.6"
"331316000","2134100","3292","2364.0"
"332396000","2134100","3292","2371.1"
"333731000","2134100","3292","2381.0"
"334810000","2121200","3291","2388.0"
"335890000","2121200","3292","2395.1"
"336976000","2121200","3292","2403.6"
"338056000","2121200","3291","2410.6"
"339391000","2121200","3291","2420.5"
"340470000","2121200","3291","2427.6"
"341551000","2121200","3292","2436.1"
"342630000","2134500","3292","2443.1"
"343708000","2134500","3291","2450.2"
"345043000","2134500","3291","2460.1"
"346123000","2134500","3291","2467.1"
"347208000","2134500","3291","2475.6"
"348287000","2134500","3291","2482.7"
"349366000","2134500","3291","2489.7"
"350701000","2120900","3291","2499.6"
"351779000","2120900","3291","2506.7"
"352857000","2120900","3290","2515.1"
"353937000","2120900","3290","2522.2"
"355016000","2120900","3291","2530.7"
"356352000","2120900","3291","2539.1"
"357437000","2120900","3292","2547.6"
"358518000","2135200","3291","2554.7"
"359597000","2135200","3291","2561.7"
"360677000","2135200","3291","2570.2"
"362017000","2135200","3292","2578.7"
"363097000","2135200","3291","2587.2"
"364176000","2135200","3291","2594.2"
"365256000","2135200","3292","2601.3"
"366337000","2134600","3291","2609.8"
"367676000","2134600","3291","2618.2"
"368756000","2134600","3291","2626.7"
"369835000","2134600","3291","2633.8"
"370914000","2134600","3291","2640.8"
"371994000","2134600","3291","2649.3"
