Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3270","38.1"
"1085000","0","3294","46.5"
"2166000","2079700","3292","53.6"
"3245000","2079700","3288","60.7"
"4325000","2079700","3291","67.7"
"5661000","2079700","3291","77.6"
"6742000","2079700","3290","84.7"
"7821000","2079700","3288","91.7"
"8901000","2079700","3290","98.8"
"9981000","2025200","3288","105.8"
"11322000","2025200","3290","115.7"
"12401000","2025200","3289","122.8"
"13480000","2025200","3287","129.8"
"14559000","2025200","3290","136.9"
"15639000","2025200","3291","145.4"
"16975000","2025200","3290","153.8"
"18054000","2067100","3290","160.9"
"19133000","2067100","3290","169.4"
"20212000","2067100","3290","176.4"
"21297000","2067100","3289","183.5"
"22633000","2067100","3291","192.0"
"23713000","2067100","3292","200.4"
"24792000","2067100","3291","207.5"
"25872000","2079700","3290","214.6"
"26952000","2079700","3291","221.6"
"28287000","2079700","3291","231.5"
"29367000","2079700","3290","238.6"
"30447000","2079700","3291","245.6"
"31532000","2079700","3290","252.7"
"32612000","2079700","3291","261.2"
"33947000","2066500","3291","269.6"
"35031000","2066500","3290","276.7"
"36111000","2066500","3291","283.7"
"37191000","2066500","3291","292.2"
"38271000","2066500","3291","299.3"
"39606000","2066500","3291","307.7"
"40692000","2066500","3291","316.2"
"41773000","2077600","3291","323.3"
"42852000","2077600","3291","330.3"
"43933000","2077600","3291","337.4"
"45267000","2077600","3291","347.3"
"46347000","2077600","3291","354.3"
"47425000","2077600","3290","361.4"
"48504000","2077600","3291","368.5"
"49585000","2026200","3291","375.5"
"50925000","2026200","3290","385.4"
"52004000","2026200","3290","392.5"
"53084000","2026200","3291","399.5"
"54163000","2026200","3291","408.0"
"55243000","2026200","3291","415.1"
"56578000","2026200","3291","423.5"
"57658000","2067000","3291","430.6"
"58737000","2067000","3291","439.1"
"59818000","2067000","3291","446.1"
"60902000","2067000","3291","453.2"
"62237000","2067000","3291","461.6"
"63317000","2067000","3291","470.1"
"64397000","2067000","3292","477.2"
"65478000","2079200","3292","484.2"
"66557000","2079200","3292","491.3"
"67892000","2079200","3292","501.2"
"68972000","2079200","3292","508.2"
"70052000","2079200","3292","515.3"
"71137000","2079200","3292","523.8"
"72218000","2079200","3291","530.8"
"73553000","2066300","3291","539.3"
"74633000","2066300","3291","546.4"
"75713000","2066300","3292","553.4"
"76797000","2066300","3292","561.9"
"77877000","2066300","3292","569.0"
"79213000","2066300","3291","577.4"
"80293000","2066300","3291","585.9"
"81378000","2078000","3291","593.0"
"82458000","2078000","3291","600.0"
"83538000","2078000","3291","607.1"
"84874000","2078000","3291","617.0"
"85953000","2078000","3291","624.0"
"87032000","2078000","3290","631.1"
"88112000","2078000","3291","638.1"
"89192000","2080700","3290","646.6"
"90527000","2080700","3290","655.1"
"91613000","2080700","3291","662.1"
"92694000","2080700","3291","669.2"
"93774000","2080700","3291","677.7"
"94854000","2080700","3291","684.7"
"96190000","2080700","3291","693.2"
"97271000","2012100","3291","700.3"
"98350000","2012100","3291","708.7"
"99429000","2012100","3291","715.8"
"100509000","2012100","3290","722.9"
"101848000","2012100","3290","732.7"
"102928000","2012100","3290","739.8"
"104008000","2012100","3291","746.9"
"105089000","2079900","3290","753.9"
"106169000","2079900","3291","762.4"
"107505000","2079900","3291","770.9"
"108584000","2079900","3291","777.9"
"109664000","2079900","3290","785.0"
"110749000","2079900","3290","793.5"
"111828000","2079900","3290","800.5"
"113164000","2066500","3290","809.0"
"114243000","2066500","3290","816.0"
"115323000","2066500","3290","824.5"
"116403000","2066500","3290","831.6"
"117483000","2066500","3291","838.6"
"118824000","2066500","3290","848.5"
"119903000","2066500","3290","855.6"
"120987000","2078200","3289","862.6"
"122067000","2078200","3289","869.7"
"123147000","2078200","3289","878.2"
"124481000","2078200","3289","886.6"
"125562000","2078200","3289","893.7"
"126641000","2078200","3289","900.8"
"127720000","2078200","3289","909.2"
"128800000","2081200","3290","916.3"
