Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3293","40.9"
"1079000","0","3286","48.0"
"2165000","2134100","3290","55.0"
"3245000","2134100","3289","63.5"
"4325000","2134100","3285","70.6"
"5659000","2134100","3290","80.5"
"6739000","2134100","3288","87.5"
"7824000","2134100","3286","94.6"
"8904000","2134100","3289","103.1"
"9984000","2134800","3289","110.1"
"11319000","2134800","3289","118.6"
"12403000","2134800","3289","127.1"
"13483000","2134800","3287","134.1"
"14563000","2134800","3290","141.2"
"15643000","2134800","3290","149.6"
"16978000","2134800","3291","158.1"
"18058000","2120000","3291","166.6"
"19138000","2120000","3289","173.7"
"20218000","2120000","3291","182.1"
"21297000","2120000","3290","189.2"
"22638000","2120000","3290","199.1"
"23718000","2120000","3290","206.1"
"24798000","2120000","3290","213.2"
"25879000","2134100","3290","221.7"
"26958000","2134100","3290","228.7"
"28295000","2134100","3291","237.2"
"29374000","2134100","3291","245.7"
"30455000","2134100","3291","252.7"
"31534000","2134100","3291","259.8"
"32620000","2134100","3291","268.3"
"33955000","2066200","3290","276.7"
"35034000","2066200","3291","285.2"
"36113000","2066200","3290","292.3"
"37193000","2066200","3291","299.3"
"38273000","2066200","3290","307.8"
"39608000","2066200","3290","316.3"
"40688000","2066200","3291","324.8"
"41768000","2136200","3290","331.8"
"42853000","2136200","3290","338.9"
"43933000","2136200","3290","347.4"
"45267000","2136200","3290","355.8"
"46348000","2136200","3291","362.9"
"47428000","2136200","3291","371.4"
"48508000","2136200","3290","378.4"
"49593000","2132900","3291","386.9"
"50929000","2132900","3291","395.4"
"52014000","2132900","3291","403.8"
"53095000","2132900","3291","410.9"
"54174000","2132900","3291","418.0"
"55253000","2132900","3291","426.4"
"56588000","2132900","3291","434.9"
"57668000","2119900","3292","443.4"
"58748000","2119900","3291","450.4"
"59828000","2119900","3291","457.5"
"60908000","2119900","3292","464.6"
"62250000","2119900","3292","474.4"
"63330000","2119900","3292","481.5"
"64409000","2119900","3293","490.0"
"65489000","2079000","3292","497.0"
"66569000","2079000","3292","504.1"
"67904000","2079000","3292","514.0"
"68984000","2079000","3292","521.0"
"70064000","2079000","3293","529.5"
"71142000","2079000","3292","536.6"
"72227000","2079000","3292","543.6"
"73562000","2120200","3292","553.5"
"74643000","2120200","3292","560.6"
"75722000","2120200","3292","569.1"
"76803000","2120200","3291","576.1"
"77882000","2120200","3292","583.2"
"79217000","2120200","3292","593.1"
"80296000","2120200","3292","600.1"
"81376000","2080900","3292","607.2"
"82462000","2080900","3292","615.7"
"83541000","2080900","3292","622.7"
"84877000","2080900","3291","632.6"
"85957000","2080900","3291","639.7"
"87036000","2080900","3292","648.2"
"88117000","2080900","3292","655.2"
"89196000","2134300","3292","662.3"
"90531000","2134300","3292","672.2"
"91616000","2134300","3292","679.2"
"92700000","2134300","3291","686.3"
"93779000","2134300","3292","694.8"
"94860000","2134300","3292","701.8"
"96195000","2134300","3293","711.7"
"97276000","2118700","3292","718.8"
"98356000","2118700","3292","725.8"
"99436000","2118700","3293","734.3"
"100516000","2118700","3292","741.4"
"101850000","2118700","3292","751.2"
"102936000","2118700","3291","758.3"
"104016000","2118700","3292","765.4"
"105096000","2134100","3292","773.8"
"106176000","2134100","3291","780.9"
"107512000","2134100","3292","790.8"
"108592000","2134100","3291","797.8"
"109671000","2134100","3291","804.9"
"110752000","2134100","3291","813.4"
"111831000","2134100","3291","820.4"
"113171000","2066500","3292","828.9"
"114250000","2066500","3291","837.4"
"115330000","2066500","3291","844.4"
"116410000","2066500","3292","851.5"
"117489000","2066500","3291","860.0"
"118825000","2066500","3291","869.9"
"119905000","2066500","3291","876.9"
"120984000","2136400","3290","884.0"
"122069000","2136400","3291","892.5"
"123148000","2136400","3291","899.5"
"124483000","2136400","3291","909.4"
"125562000","2136400","3291","916.5"
"126643000","2136400","3291","923.5"
"127722000","2136400","3291","932.0"
"128801000","2135000","3290","939.1"
"130138000","2135000","3291","947.5"
"131217000","2135000","3290","956.0"
"132302000","2135000","3290","963.1"
"133386000","2135000","3291","970.1"
"134467000","2135000","3291","978.6"
"135802000","2135000","3291","987.1"
"136881000","2118500","3292","995.5"
"137961000","2118500","3291","1002.6"
"139040000","2118500","3291","1011.1"
"140120000","2118500","3291","1018.1"
"141454000","2118500","3291","1026.6"
"142540000","2118500","3291","1035.1"
"143621000","2118500","3290","1042.1"
"144701000","2079400","3291","1049.2"
"145781000","2079400","3292","1057.7"
"147116000","2079400","3291","1066.1"
"148196000","2079400","3292","1074.6"
"149276000","2079400","3292","1081.7"
"150355000","2079400","3292","1088.7"
"151435000","2079400","3292","1097.2"
"152776000","2173200","3291","1107.1"
"153855000","2173200","3291","1114.2"
"154936000","2173200","3292","1121.2"
"156016000","2173200","3291","1129.7"
"157095000","2173200","3291","1136.8"
"158430000","2173200","3292","1145.2"
"159509000","2173200","3292","1153.7"
"160589000","2081100","3291","1160.8"
"161669000","2081100","3291","1167.8"
"162755000","2081100","3291","1176.3"
"164090000","2081100","3291","1184.8"
"165170000","2081100","3291","1193.3"
"166249000","2081100","3292","1200.3"
"167329000","2081100","3291","1207.4"
"168409000","2134300","3291","1215.8"
"169743000","2134300","3291","1224.3"
"170823000","2134300","3291","1232.8"
"171902000","2134300","3292","1239.9"
"172988000","2134300","3290","1246.9"
"174067000","2134300","3291","1255.4"
"175408000","2134300","3291","1263.9"
"176487000","2119000","3291","1272.3"
"177568000","2119000","3292","1279.4"
"178647000","2119000","3291","1286.5"
"179727000","2119000","3292","1294.9"
"181063000","2119000","3292","1303.4"
"182148000","2119000","3292","1310.5"
"183227000","2119000","3292","1318.9"
"184307000","2079400","3291","1326.0"
"185386000","2079400","3292","1334.5"
"186721000","2079400","3292","1342.9"
"187800000","2079400","3292","1351.4"
"188880000","2079400","3292","1358.5"
"189959000","2079400","3291","1365.5"
"191040000","2079400","3291","1374.0"
"192380000","2120200","3291","1382.5"
"193461000","2120200","3292","1389.5"
"194540000","2120200","3292","1398.0"
"195619000","2120200","3291","1405.1"
"196698000","2120200","3292","1412.1"
