Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3297","38.1"
"1078000","0","3289","46.5"
"2158000","2079700","3283","53.6"
"3237000","2079700","3290","62.1"
"4315000","2079700","3289","69.1"
"5650000","2079700","3289","79.0"
"6736000","2079700","3288","86.1"
"7817000","2079700","3289","93.1"
"8897000","2079700","3289","101.6"
"9977000","2134600","3288","108.7"
"11312000","2134600","3291","118.6"
"12392000","2134600","3291","125.6"
"13472000","2134600","3289","132.7"
"14551000","2134600","3291","141.2"
"15631000","2134600","3291","148.2"
"16971000","2134600","3291","158.1"
"18051000","2119900","3290","165.2"
"19131000","2119900","3291","172.2"
"20211000","2119900","3290","180.7"
"21296000","2119900","3289","187.8"
"22631000","2119900","3291","197.7"
"23710000","2119900","3290","204.7"
"24789000","2119900","3289","211.8"
"25868000","2135400","3290","220.3"
"26954000","2135400","3290","227.3"
"28287000","2135400","3289","237.2"
"29366000","2135400","3289","244.3"
"30446000","2135400","3289","251.3"
"31526000","2135400","3289","259.8"
"32606000","2135400","3289","266.9"
"33941000","2120200","3290","276.7"
"35020000","2120200","3290","283.8"
"36100000","2120200","3289","290.9"
"37184000","2120200","3290","299.3"
"38263000","2120200","3290","306.4"
"39596000","2120200","3289","316.3"
"40675000","2120200","3289","323.3"
"41755000","2081100","3289","330.4"
"42834000","2081100","3289","338.9"
"43914000","2081100","3289","345.9"
"45249000","2081100","3290","354.4"
"46329000","2081100","3290","362.9"
"47415000","2081100","3289","369.9"
"48494000","2081100","3290","378.4"
"49574000","2134500","3290","385.5"
"50908000","2134500","3290","395.4"
"51988000","2134500","3289","402.4"
"53068000","2134500","3290","409.5"
"54148000","2134500","3290","418.0"
"55228000","2134500","3290","425.0"
"56562000","2134500","3290","434.9"
"57648000","2120000","3290","442.0"
"58729000","2120000","3291","449.0"
"59808000","2120000","3291","457.5"
"60889000","2120000","3291","464.6"
"62224000","2120000","3291","474.4"
"63308000","2120000","3291","481.5"
"64388000","2120000","3290","488.6"
"65467000","2134600","3291","497.0"
"66546000","2134600","3291","504.1"
"67885000","2134600","3290","514.0"
"68964000","2134600","3290","521.0"
"70043000","2134600","3291","528.1"
"71124000","2134600","3290","536.6"
"72203000","2134600","3290","543.6"
"73537000","2121200","3291","553.5"
"74617000","2121200","3291","560.6"
"75696000","2121200","3290","567.6"
"76781000","2121200","3291","576.1"
"77860000","2121200","3291","583.2"
"79195000","2121200","3291","591.7"
"80275000","2121200","3291","600.1"
"81354000","2080000","3291","607.2"
"82434000","2080000","3291","615.7"
"83513000","2080000","3291","622.7"
"84848000","2080000","3291","632.6"
"85929000","2080000","3291","639.7"
"87014000","2080000","3291","646.7"
"88095000","2080000","3291","655.2"
"89175000","2134100","3291","662.3"
"90510000","2134100","3291","672.2"
"91590000","2134100","3290","679.2"
"92670000","2134100","3292","686.3"
"93750000","2134100","3291","694.8"
"94830000","2134100","3291","701.8"
"96165000","2134100","3292","711.7"
"97251000","2119500","3292","718.8"
"98331000","2119500","3291","725.8"
"99410000","2119500","3292","734.3"
"100491000","2119500","3292","741.4"
"101827000","2119500","3292","751.2"
"102906000","2119500","3291","758.3"
"103986000","2119500","3292","766.8"
"105070000","2134600","3292","773.8"
"106149000","2134600","3291","780.9"
"107490000","2134600","3292","790.8"
"108570000","2134600","3292","797.8"
"109650000","2134600","3292","806.3"
"110730000","2134600","3292","813.4"
"111810000","2134600","3292","820.4"
"113145000","2119900","3292","830.3"
"114224000","2119900","3292","837.4"
"115303000","2119900","3291","844.4"
"116382000","2119900","3291","852.9"
"117466000","2119900","3291","860.0"
"118801000","2119900","3291","869.9"
"119880000","2119900","3291","876.9"
"120958000","2080900","3291","884.0"
"122038000","2080900","3291","892.5"
"123116000","2080900","3291","899.5"
"124451000","2080900","3291","909.4"
"125531000","2080900","3292","916.5"
"126617000","2080900","3290","923.5"
"127696000","2080900","3291","932.0"
"128776000","2135000","3291","939.1"
"130111000","2135000","3291","948.9"
"131191000","2135000","3291","956.0"
"132270000","2135000","3291","963.1"
"133349000","2135000","3291","971.5"
"134429000","2135000","3290","978.6"
"135765000","2135000","3291","988.5"
"136850000","2120000","3291","995.5"
"137931000","2120000","3292","1004.0"
"139010000","2120000","3291","1011.1"
"140089000","2120000","3290","1018.1"
"141425000","2120000","3291","1028.0"
"142505000","2120000","3291","1035.1"
"143584000","2120000","3291","1043.6"
"144663000","2136200","3291","1050.6"
"145742000","2136200","3291","1057.7"
"147088000","2136200","3291","1067.6"
"148168000","2136200","3291","1074.6"
"149248000","2136200","3291","1083.1"
"150327000","2136200","3291","1090.2"
"151408000","2136200","3291","1097.2"
"152743000","2118700","3291","1107.1"
"153823000","2118700","3290","1114.2"
"154903000","2118700","3291","1122.7"
"155982000","2118700","3291","1129.7"
"157067000","2118700","3291","1136.8"
"158402000","2118700","3291","1146.7"
"159482000","2118700","3291","1153.7"
"160562000","2134600","3291","1162.2"
"161641000","2134600","3291","1169.3"
"162721000","2134600","3291","1176.3"
"164057000","2134600","3291","1186.2"
"165136000","2134600","3291","1193.3"
"166215000","2134600","3290","1201.7"
"167300000","2134600","3290","1208.8"
"168380000","2079500","3291","1215.9"
"169715000","2079500","3290","1225.7"
"170796000","2079500","3291","1232.8"
"171875000","2079500","3291","1241.3"
"172956000","2079500","3291","1248.3"
"174035000","2079500","3292","1255.4"
"175371000","2079500","3291","1265.3"
"176450000","2121200","3291","1272.3"
"177536000","2121200","3291","1280.8"
"178616000","2121200","3291","1287.9"
"179696000","2121200","3291","1294.9"
"181031000","2121200","3291","1304.8"
"182110000","2121200","3291","1311.9"
"183190000","2121200","3292","1320.4"
"184269000","2134600","3291","1327.4"
"185349000","2134600","3292","1334.5"
"186690000","2134600","3291","1344.4"
"187769000","2134600","3292","1351.4"
"188853000","2134600","3292","1359.9"
"189934000","2134600","3291","1367.0"
"191014000","2134600","3292","1375.4"
"192350000","2118300","3292","1383.9"
"193429000","2118300","3292","1391.0"
"194509000","2118300","3292","1399.4"
"195588000","2118300","3292","1406.5"
"196673000","2118300","3292","1413.6"
"198007000","2118300","3292","1423.4"
"199087000","2118300","3292","1430.5"
"200167000","2135200","3292","1439.0"
"201246000","2135200","3291","1446.0"
"202323000","2135200","3292","1453.1"
"203659000","2135200","3291","1463.0"
"204739000","2135200","3292","1470.0"
"205819000","2135200","3291","1478.5"
"206905000","2135200","3291","1485.6"
"207985000","2134800","3292","1494.1"
"209319000","2134800","3291","1502.5"
"210398000","2134800","3292","1509.6"
"211479000","2134800","3291","1518.1"
"212558000","2134800","3291","1525.1"
"213637000","2134800","3292","1532.2"
"214972000","2134800","3291","1542.1"
"216050000","2069000","3291","1549.1"
"217134000","2069000","3291","1557.6"
"218215000","2069000","3291","1564.7"
"219294000","2069000","3292","1573.1"
"220629000","2069000","3291","1581.6"
"221708000","2069000","3291","1590.1"
"222788000","2069000","3291","1597.2"
"223868000","2135000","3291","1604.2"
"224948000","2135000","3291","1612.7"
"226283000","2135000","3291","1621.2"
"227369000","2135000","3291","1628.2"
"228448000","2135000","3291","1636.7"
"229528000","2135000","3291","1643.8"
"230613000","2135000","3291","1650.8"
"231948000","2118500","3291","1660.7"
"233027000","2118500","3291","1667.8"
"234107000","2118500","3291","1676.2"
"235186000","2118500","3291","1683.3"
"236267000","2118500","3292","1691.8"
"237607000","2118500","3292","1700.2"
"238685000","2118500","3292","1708.7"
"239765000","2135200","3291","1715.8"
"240844000","2135200","3292","1722.8"
"241925000","2135200","3292","1731.3"
"243260000","2135200","3292","1739.8"
"244340000","2135200","3291","1746.8"
"245420000","2135200","3291","1755.3"
"246500000","2135200","3291","1762.4"
"247586000","2133900","3291","1770.9"
"248921000","2133900","3291","1779.3"
"250000000","2133900","3291","1787.8"
"251080000","2133900","3291","1794.9"
"252160000","2133900","3291","1801.9"
"253241000","2133900","3292","1810.4"
"254575000","2133900","3291","1818.9"
"255655000","2121600","3292","1827.3"
"256739000","2121600","3291","1834.4"
"257818000","2121600","3291","1841.5"
"258898000","2121600","3291","1849.9"
"260234000","2121600","3291","1858.4"
"261314000","2121600","3291","1866.9"
"262393000","2121600","3291","1873.9"
"263472000","2080000","3291","1881.0"
"264551000","2080000","3291","1889.5"
"265886000","2080000","3291","1897.9"
"266972000","2080000","3291","1906.4"
"268051000","2080000","3291","1913.5"
"269132000","2080000","3291","1920.5"
"270211000","2080000","3291","1929.0"
"271547000","2119700","3291","1937.5"
"272631000","2119700","3292","1946.0"
"273711000","2119700","3292","1953.0"
"274791000","2119700","3292","1960.1"
"275870000","2119700","3291","1968.6"
"277210000","2119700","3291","1977.0"
"278290000","2119700","3292","1985.5"
"279369000","2133800","3292","1992.6"
"280449000","2133800","3292","1999.6"
"281529000","2133800","3292","2008.1"
"282863000","2133800","3292","2016.6"
"283941000","2133800","3291","2025.1"
"285022000","2133800","3291","2032.1"
"286102000","2133800","3292","2039.2"
"287188000","2134600","3291","2047.6"
"288523000","2134600","3291","2056.1"
"289601000","2134600","3291","2064.6"
"290681000","2134600","3291","2071.7"
"291761000","2134600","3291","2078.7"
"292841000","2134600","3291","2087.2"
"294176000","2134600","3290","2095.7"
"295255000","2121900","3291","2104.1"
"296335000","2121900","3291","2111.2"
"297420000","2121900","3290","2118.2"
"298501000","2121900","3291","2126.7"
"299836000","2121900","3291","2135.2"
"300915000","2121900","3291","2143.7"
"301995000","2121900","3291","2150.7"
"303074000","2079500","3291","2157.8"
"304153000","2079500","3290","2166.3"
"305487000","2079500","3291","2174.7"
"306566000","2079500","3291","2183.2"
"307651000","2079500","3290","2190.3"
"308731000","2079500","3291","2198.8"
"309811000","2079500","3291","2205.8"
"311146000","2120700","3291","2214.3"
"312226000","2120700","3291","2222.8"
"313306000","2120700","3291","2229.8"
"314390000","2120700","3291","2236.9"
"315470000","2120700","3291","2245.4"
"316810000","2120700","3291","2253.8"
"317890000","2120700","3291","2262.3"
"318969000","2133600","3291","2269.4"
"320048000","2133600","3292","2276.4"
"321127000","2133600","3291","2284.9"
"322461000","2133600","3291","2293.4"
"323541000","2133600","3290","2301.8"
"324622000","2133600","3290","2308.9"
"325700000","2133600","3290","2316.0"
"326785000","2135400","3291","2324.4"
"328119000","2135400","3291","2332.9"
"329200000","2135400","3290","2341.4"
"330279000","2135400","3290","2348.4"
"331358000","2135400","3291","2355.5"
"332438000","2135400","3290","2364.0"
"333773000","2135400","3291","2372.4"
"334853000","2121700","3290","2380.9"
"335932000","2121700","3290","2388.0"
"337017000","2121700","3290","2396.5"
"338098000","2121700","3290","2403.5"
"339433000","2121700","3290","2413.4"
"340511000","2121700","3289","2420.5"
"341591000","2121700","3290","2427.5"
"342671000","2134800","3290","2436.0"
"343751000","2134800","3289","2443.1"
