Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3311","39.5"
"1086000","0","3295","46.5"
"2166000","2128900","3304","55.0"
"3246000","2128900","3300","62.1"
"4326000","2128900","3294","69.1"
"5659000","2128900","3298","79.0"
"6739000","2128900","3295","86.1"
"7818000","2128900","3296","93.1"
"8898000","2128900","3295","101.6"
"9976000","2081800","3292","108.7"
"11316000","2081800","3294","118.6"
"12395000","2081800","3292","125.6"
"13475000","2081800","3294","134.1"
"14555000","2081800","3293","141.2"
"15634000","2081800","3292","148.2"
"16967000","2081800","3293","158.1"
"18047000","2120900","3292","165.2"
"19126000","2120900","3293","173.7"
"20206000","2120900","3293","180.7"
"21291000","2120900","3292","187.8"
"22626000","2120900","3293","197.7"
"23705000","2120900","3292","204.7"
"24784000","2120900","3291","211.8"
"25863000","2135400","3292","220.3"
"26943000","2135400","3292","227.3"
"28278000","2135400","3292","237.2"
"29357000","2135400","3291","244.3"
"30436000","2135400","3292","251.3"
"31522000","2135400","3292","259.8"
"32601000","2135400","3292","266.9"
"33935000","2120700","3292","276.7"
"35014000","2120700","3292","283.8"
"36093000","2120700","3292","290.9"
"37172000","2120700","3292","299.3"
"38257000","2120700","3292","306.4"
"39591000","2120700","3292","316.3"
"40671000","2120700","3292","323.3"
"41755000","2079200","3291","330.4"
"42835000","2079200","3292","338.9"
"43913000","2079200","3292","345.9"
"45248000","2079200","3291","355.8"
"46327000","2079200","3291","362.9"
"47406000","2079200","3292","369.9"
"48486000","2079200","3292","378.4"
"49566000","2136900","3291","385.5"
"50900000","2136900","3292","395.4"
"51986000","2136900","3292","402.4"
"53064000","2136900","3292","409.5"
"54143000","2136900","3292","418.0"
"55222000","2136900","3291","425.0"
"56557000","2136900","3292","434.9"
"57636000","2121200","3292","442.0"
"58715000","2121200","3291","449.0"
"59794000","2121200","3291","457.5"
"60873000","2121200","3291","464.6"
"62212000","2121200","3291","473.0"
"63292000","2121200","3291","481.5"
"64370000","2121200","3290","488.6"
"65449000","2136200","3291","497.0"
"66528000","2136200","3291","504.1"
"67863000","2136200","3291","512.6"
"68942000","2136200","3291","521.0"
"70021000","2136200","3290","528.1"
"71106000","2136200","3291","535.2"
"72186000","2136200","3292","543.6"
"73520000","2067300","3291","552.1"
"74599000","2067300","3292","560.6"
"75678000","2067300","3291","567.6"
"76757000","2067300","3291","574.7"
"77837000","2067300","3291","583.2"
"79172000","2067300","3290","591.7"
"80256000","2067300","3291","600.1"
"81341000","2134100","3291","607.2"
"82420000","2134100","3291","615.7"
"83500000","2134100","3291","622.7"
"84834000","2134100","3292","631.2"
"85914000","2134100","3292","639.7"
"86993000","2134100","3291","646.7"
"88071000","2134100","3291","653.8"
"89150000","2137300","3292","662.3"
"90486000","2137300","3291","670.7"
"91572000","2137300","3291","679.2"
"92651000","2137300","3291","686.3"
"93729000","2137300","3291","693.3"
"94809000","2137300","3291","701.8"
"96143000","2137300","3291","710.3"
"97223000","2120400","3291","718.8"
"98303000","2120400","3291","725.8"
"99381000","2120400","3292","732.9"
"100461000","2120400","3292","741.4"
"101801000","2120400","3292","749.8"
"102881000","2120400","3292","758.3"
"103959000","2120400","3292","765.4"
"105039000","2080400","3291","772.4"
"106118000","2080400","3292","780.9"
"107452000","2080400","3291","789.4"
"108532000","2080400","3292","797.8"
"109611000","2080400","3292","804.9"
"110690000","2080400","3291","812.0"
"111775000","2080400","3292","820.4"
"113111000","2120700","3292","828.9"
"114189000","2120700","3292","837.4"
"115268000","2120700","3292","844.4"
"116347000","2120700","3292","852.9"
"117426000","2120700","3292","860.0"
"118760000","2120700","3292","868.4"
"119840000","2120700","3292","876.9"
"120920000","2137300","3292","884.0"
"122009000","2137300","3292","892.5"
"123089000","2137300","3292","899.5"
"124424000","2137300","3293","908.0"
"125504000","2137300","3293","916.5"
"126583000","2137300","3293","923.5"
"127662000","2137300","3292","932.0"
"128741000","2133900","3292","939.1"
"130077000","2133900","3292","948.9"
"131161000","2133900","3292","956.0"
"132240000","2133900","3292","963.1"
"133319000","2133900","3292","971.5"
"134398000","2133900","3292","978.6"
"135733000","2133900","3293","988.5"
"136813000","2120700","3292","995.5"
"137892000","2120700","3292","1002.6"
"138972000","2120700","3292","1009.7"
"140051000","2120700","3292","1018.1"
"141392000","2120700","3291","1026.6"
"142471000","2120700","3292","1035.1"
"143550000","2120700","3292","1042.1"
"144628000","2080600","3291","1049.2"
"145707000","2080600","3291","1057.7"
"147042000","2080600","3292","1066.2"
"148121000","2080600","3291","1074.6"
"149200000","2080600","3291","1081.7"
"150279000","2080600","3291","1090.2"
